,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,order_book_id,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
3044,HSJT,UNKNOWN,0000-00-00,XSHE,C14,食品制造业,2010-01-06,002329.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,皇氏集团,CS
3045,ZHZB,MainBoard,0000-00-00,XSHG,J69,其他金融业,1996-05-16,600705.XSHG,100.0,Financials,金融,Normal,Active,中航资本,CS
3046,DDRJ,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2017-05-22,603383.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,顶点软件,CS
3047,WRKJ,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-02-17,002654.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,万润科技,CS
3048,BCKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2017-06-19,300667.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,必创科技,CS
3049,*STHX,MainBoard,2005-07-04,XSHE,F52,零售业,1997-11-03,000765.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Other,Delisted,*ST华信,CS
3050,SYDM,MainBoard,2006-04-21,XSHE,C34,通用设备制造业,1996-06-28,000406.XSHE,100.0,Energy,能源,Other,Delisted,石油大明,CS
3051,ZJGK,MainBoard,0000-00-00,XSHG,S90,综合,1996-04-22,600895.XSHG,100.0,Financials,金融,Normal,Active,张江高科,CS
3052,SHXY,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2011-06-29,300236.XSHE,100.0,Materials,原材料,Normal,Active,上海新阳,CS
3053,JCDZ,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2010-01-22,002339.XSHE,100.0,Industrials,工业,Normal,Active,积成电子,CS
3054,MHSH,MainBoard,0000-00-00,XSHE,C25,石油加工、炼焦及核燃料加工业,1996-11-14,000637.XSHE,100.0,Materials,原材料,Normal,Active,茂化实华,CS
3055,JNFD,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2014-09-29,601016.XSHG,100.0,Utilities,公用事业,Normal,Active,节能风电,CS
3056,ZYKJ,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-03-16,002369.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,卓翼科技,CS
3057,XFDZ,UNKNOWN,0000-00-00,XSHE,C40,仪器仪表制造业,2015-06-12,002767.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,先锋电子,CS
3058,AMDQ,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2012-04-16,002668.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,奥马电器,CS
3059,SMGJ,MainBoard,0000-00-00,XSHG,F51,批发业,2003-07-31,600546.XSHG,100.0,Industrials,工业,Normal,Active,山煤国际,CS
3060,YTNY,MainBoard,0000-00-00,XSHG,B06,煤炭开采和洗选业,1998-05-13,600157.XSHG,100.0,Energy,能源,Normal,Active,永泰能源,CS
3061,NGGF,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2000-09-19,600282.XSHG,100.0,Materials,原材料,Normal,Active,南钢股份,CS
3062,XFLH,GEM,0000-00-00,XSHE,R86,广播、电视、电影和影视录音制作业,2016-08-08,300528.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,幸福蓝海,CS
3063,TPY,MainBoard,0000-00-00,XSHG,J67,资本市场服务,2007-12-28,601099.XSHG,100.0,Financials,金融,Normal,Active,太平洋,CS
3064,YFKG,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2004-06-07,600421.XSHG,100.0,Industrials,工业,Normal,Active,仰帆控股,CS
3065,ZSKJ,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2015-01-22,603601.XSHG,100.0,Materials,原材料,Normal,Active,再升科技,CS
3066,XSGF,MainBoard,0000-00-00,XSHG,J68,保险业,2000-07-31,600291.XSHG,100.0,Financials,金融,Normal,Active,西水股份,CS
3067,ATKJ,MainBoard,0000-00-00,XSHE,C33,金属制品业,2000-05-29,000969.XSHE,100.0,Materials,原材料,Normal,Active,安泰科技,CS
3068,JTL,UNKNOWN,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2006-11-20,002081.XSHE,100.0,Industrials,工业,Normal,Active,金螳螂,CS
3069,WTKG,MainBoard,0000-00-00,XSHG,R86,广播、电视、电影和影视录音制作业,1996-07-01,600715.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,文投控股,CS
3070,GRN,MainBoard,0000-00-00,XSHG,C18,纺织服装、服饰业,2014-01-24,603555.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,贵人鸟,CS
3071,JYKG,GEM,0000-00-00,XSHE,C27,医药制造业,2010-08-25,300108.XSHE,100.0,Materials,原材料,Normal,Active,吉药控股,CS
3072,SGGF,MainBoard,0000-00-00,XSHE,C31,黑色金属冶炼及压延加工业,1999-12-16,000959.XSHE,100.0,Materials,原材料,Normal,Active,首钢股份,CS
3073,FNGF,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2004-05-31,600483.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,福能股份,CS
3074,KHHS,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2010-01-13,002335.XSHE,100.0,Industrials,工业,Normal,Active,科华恒盛,CS
3075,NBGF,MainBoard,0000-00-00,XSHG,C17,纺织业,2017-02-22,603238.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,诺邦股份,CS
3076,ZGHJ,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,2016-06-06,601611.XSHG,100.0,Industrials,工业,Normal,Active,中国核建,CS
3077,GJGF,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2015-02-25,603118.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,共进股份,CS
3078,YYWL,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2001-05-18,600588.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,用友网络,CS
3079,THHJ,GEM,0000-00-00,XSHE,D45,燃气生产和供应业,2012-06-28,300332.XSHE,100.0,Utilities,公用事业,Normal,Active,天壕环境,CS
3080,BLDF,MainBoard,0000-00-00,XSHG,C17,纺织业,2012-06-12,601339.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,百隆东方,CS
3081,RYGF,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2016-12-28,603218.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,日月股份,CS
3082,YYGF,MainBoard,0000-00-00,XSHG,C21,家具制造业,2015-01-23,603600.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,永艺股份,CS
3083,FJGS,MainBoard,0000-00-00,XSHG,G54,道路运输业,2001-02-09,600033.XSHG,100.0,Industrials,工业,Normal,Active,福建高速,CS
3084,HHYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2003-03-04,600521.XSHG,100.0,HealthCare,医疗保健,Normal,Active,华海药业,CS
3085,HDKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2016-10-17,603160.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,汇顶科技,CS
3086,SHKG,MainBoard,0000-00-00,XSHG,F52,零售业,1990-12-19,600653.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,申华控股,CS
3087,BSY,GEM,0000-00-00,XSHE,N77,生态保护和环境治理业,2010-04-21,300070.XSHE,100.0,Industrials,工业,Normal,Active,碧水源,CS
3088,GST,GEM,0000-00-00,XSHE,C27,医药制造业,2015-04-22,300436.XSHE,100.0,HealthCare,医疗保健,Normal,Active,广生堂,CS
3089,SHJG,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,1998-06-23,600170.XSHG,100.0,Industrials,工业,Normal,Active,上海建工,CS
3090,HXKJ,GEM,0000-00-00,XSHE,C37,铁路、船舶、航空航天和其它运输设备制造业,2015-04-22,300424.XSHE,100.0,Industrials,工业,Normal,Active,航新科技,CS
3091,SHGF,UNKNOWN,0000-00-00,XSHE,C22,造纸及纸制品业,2011-03-18,002565.XSHE,100.0,Materials,原材料,Normal,Active,顺灏股份,CS
3092,LLSH,UNKNOWN,0000-00-00,XSHE,C17,纺织业,2009-09-10,002293.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,罗莱生活,CS
3093,SDL,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2011-06-10,002588.XSHE,100.0,Materials,原材料,Normal,Active,史丹利,CS
3094,LPXD,UNKNOWN,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2007-02-15,002114.XSHE,100.0,Materials,原材料,Normal,Active,罗平锌电,CS
3095,MSKJ,MainBoard,0000-00-00,XSHE,C36,汽车制造业,1997-02-28,000700.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,模塑科技,CS
3096,QXGF,GEM,0000-00-00,XSHE,C38,电气机械及器材制造业,2015-04-22,300447.XSHE,100.0,Industrials,工业,Normal,Active,全信股份,CS
3097,BHJK,MainBoard,0000-00-00,XSHE,L71,租赁业,1996-07-16,000415.XSHE,100.0,Industrials,工业,Normal,Active,渤海金控,CS
3098,RYJT,UNKNOWN,0000-00-00,XSHE,C17,纺织业,2007-12-07,002193.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,如意集团,CS
3099,JSKJ,UNKNOWN,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-08-15,002609.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,捷顺科技,CS
3100,GLKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2015-07-02,300480.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,光力科技,CS
3101,YLZ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-07-28,300096.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,易联众,CS
3102,BSK,GEM,0000-00-00,XSHE,N77,生态保护和环境治理业,2015-02-17,300422.XSHE,100.0,Utilities,公用事业,Normal,Active,博世科,CS
3103,HSKG,MainBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,1993-05-07,000509.XSHE,100.0,Industrials,工业,Normal,Active,华塑控股,CS
3104,SDKY,MainBoard,0000-00-00,XSHE,B09,有色金属矿采选业,1996-08-23,000603.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,盛达矿业,CS
3105,YXTG,UNKNOWN,0000-00-00,XSHE,C31,黑色金属冶炼及压延加工业,2015-05-15,002756.XSHE,100.0,Materials,原材料,Normal,Active,永兴特钢,CS
3106,JXCY,MainBoard,0000-00-00,XSHG,G54,道路运输业,2002-07-16,600561.XSHG,100.0,Industrials,工业,Normal,Active,江西长运,CS
3107,GTJT,UNKNOWN,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2010-09-29,002482.XSHE,100.0,Industrials,工业,Normal,Active,广田集团,CS
3108,GDNR,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2003-10-16,600406.XSHG,100.0,Industrials,工业,Normal,Active,国电南瑞,CS
3109,ZGGX,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2005-06-06,002049.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,紫光国芯,CS
3110,CCQC,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2011-09-28,601633.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,长城汽车,CS
3111,ZSZQ,MainBoard,0000-00-00,XSHG,J67,资本市场服务,2017-06-26,601878.XSHG,100.0,Financials,金融,Normal,Active,浙商证券,CS
3112,HTSD,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2016-05-30,300513.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,恒泰实达,CS
3113,MTLY,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,2011-09-19,601677.XSHG,100.0,Materials,原材料,Normal,Active,明泰铝业,CS
3114,YBDD,UNKNOWN,0000-00-00,XSHE,C41,其他制造业,2014-01-28,002718.XSHE,100.0,Industrials,工业,Normal,Active,友邦吊顶,CS
3115,JJTZ,MainBoard,0000-00-00,XSHG,G54,道路运输业,1993-06-07,600650.XSHG,100.0,Industrials,工业,Normal,Active,锦江投资,CS
3116,HLT,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2008-02-20,002217.XSHE,100.0,Materials,原材料,Normal,Active,合力泰,CS
3117,BCWL,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2016-08-18,300533.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,冰川网络,CS
3118,HLSW,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2004-06-25,002007.XSHE,100.0,HealthCare,医疗保健,Normal,Active,华兰生物,CS
3119,SBGF,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-06-06,300661.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,圣邦股份,CS
3120,RCDF,MainBoard,0000-00-00,XSHG,C38,电气机械及器材制造业,2012-05-21,603366.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,日出东方,CS
3121,WET,UNKNOWN,0000-00-00,XSHE,C40,仪器仪表制造业,2006-08-02,002058.XSHE,100.0,Industrials,工业,Normal,Active,威尔泰,CS
3122,GLDQ,MainBoard,0000-00-00,XSHE,C38,电气机械及器材制造业,1996-11-18,000651.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,格力电器,CS
3123,*STHD,MainBoard,2006-03-23,XSHG,F51,批发业,1993-05-28,600659.XSHG,100.0,Industrials,工业,Other,Delisted,*ST花雕,CS
3124,HJGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-01-23,300368.XSHE,100.0,Industrials,工业,Normal,Active,汇金股份,CS
3125,ZJKY,MainBoard,0000-00-00,XSHG,B09,有色金属矿采选业,2008-04-25,601899.XSHG,100.0,Materials,原材料,Normal,Active,紫金矿业,CS
3126,LXKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-08-01,300682.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,朗新科技,CS
3127,*STZY,UNKNOWN,0000-00-00,XSHE,B11,开采辅助活动,2008-01-28,002207.XSHE,100.0,Energy,能源,StarST,Active,*ST准油,CS
3128,JLSJ,UNKNOWN,0000-00-00,XSHE,C33,金属制品业,2010-01-26,002342.XSHE,100.0,Industrials,工业,Normal,Active,巨力索具,CS
3129,ZTGM,MainBoard,0000-00-00,XSHG,I63,电信、广播电视和卫星传输服务,2016-12-02,603559.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,中通国脉,CS
3130,NHSW,MainBoard,0000-00-00,XSHE,R85,新闻和出版业,1992-12-08,000504.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,南华生物,CS
3131,SCJD,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,1993-10-08,600678.XSHG,100.0,Materials,原材料,Normal,Active,四川金顶,CS
3132,SZYA,MainBoard,0000-00-00,XSHE,K70,房地产业,1992-04-27,000006.XSHE,100.0,Financials,金融,Normal,Active,深振业A,CS
3133,KYWL,UNKNOWN,0000-00-00,XSHE,I64,互联网和相关服务,2010-12-07,002517.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,恺英网络,CS
3134,BXRJ,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,1994-03-11,600845.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,宝信软件,CS
3135,KCKJ,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2017-04-14,603826.XSHG,100.0,Materials,原材料,Normal,Active,坤彩科技,CS
3136,HZJD,GEM,0000-00-00,XSHE,C34,通用设备制造业,2016-03-09,300503.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,昊志机电,CS
3137,MSDY,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-03-16,002660.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,茂硕电源,CS
3138,QDGH,MainBoard,0000-00-00,XSHE,C27,医药制造业,1996-01-19,000590.XSHE,100.0,HealthCare,医疗保健,Normal,Active,启迪古汉,CS
3139,WHKG,MainBoard,0000-00-00,XSHG,D46,水的生产和供应业,1998-04-27,600168.XSHG,100.0,Utilities,公用事业,Normal,Active,武汉控股,CS
3140,SHKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-06-11,300476.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,胜宏科技,CS
3141,DTFD,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2006-12-20,601991.XSHG,100.0,Utilities,公用事业,Normal,Active,大唐发电,CS
3142,LBGK,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-01-12,002106.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,莱宝高科,CS
3143,HTGJ,MainBoard,0000-00-00,XSHE,K70,房地产业,1996-07-08,000056.XSHE,100.0,UNKNOWN,未知,Normal,Active,皇庭国际,CS
3144,CYT,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2015-03-19,300430.XSHE,100.0,HealthCare,医疗保健,Normal,Active,诚益通,CS
3145,SSDA,MainBoard,0000-00-00,XSHE,F51,批发业,1993-10-28,000032.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,深桑达A,CS
3146,SFSN,MainBoard,0000-00-00,XSHE,C30,非金属矿物制品业,1996-12-18,000672.XSHE,100.0,Materials,原材料,Normal,Active,上峰水泥,CS
3147,TFNY,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2002-02-28,600509.XSHG,100.0,Utilities,公用事业,Normal,Active,天富能源,CS
3148,HTGD,MainBoard,0000-00-00,XSHG,C38,电气机械及器材制造业,2003-08-22,600487.XSHG,100.0,Industrials,工业,Normal,Active,亨通光电,CS
3149,LDK,GEM,0000-00-00,XSHE,C36,汽车制造业,2017-05-16,300652.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,雷迪克,CS
3150,WFJ,MainBoard,0000-00-00,XSHG,F52,零售业,1994-05-06,600859.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,王府井,CS
3151,LJGD,GEM,0000-00-00,XSHE,L72,商务服务业,2011-10-12,300269.XSHE,100.0,Industrials,工业,Normal,Active,联建光电,CS
3152,QBGF,MainBoard,0000-00-00,XSHG,C19,皮革、毛皮、羽毛及其制品和制鞋业,2017-08-18,603557.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,起步股份,CS
3153,SXYL,GEM,0000-00-00,XSHE,C35,专用设备制造业,2015-05-15,300453.XSHE,100.0,HealthCare,医疗保健,Normal,Active,三鑫医疗,CS
3154,TDDL,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2011-04-28,002576.XSHE,100.0,Industrials,工业,Normal,Active,通达动力,CS
3155,TSBY,MainBoard,2016-05-13,XSHG,F52,零售业,1990-12-19,600656.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Other,Delisted,退市博元,CS
3156,KHSW,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2004-07-21,002022.XSHE,100.0,HealthCare,医疗保健,Normal,Active,科华生物,CS
3157,JQR,GEM,0000-00-00,XSHE,C34,通用设备制造业,2009-10-30,300024.XSHE,100.0,Industrials,工业,Normal,Active,机器人,CS
3158,TEGF,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2016-04-27,603029.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,天鹅股份,CS
3159,JYT,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2011-09-08,601908.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,京运通,CS
3160,GHGF,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2001-12-27,600523.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,贵航股份,CS
3161,DYYY,MainBoard,0000-00-00,XSHG,F52,零售业,1994-02-24,600833.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,第一医药,CS
3162,HDJY,GEM,0000-00-00,XSHE,M74,专业技术服务业,2017-07-14,300676.XSHE,100.0,HealthCare,医疗保健,Normal,Active,华大基因,CS
3163,TRYQ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2011-01-25,300165.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,天瑞仪器,CS
3164,AHHL,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,1996-10-09,600761.XSHG,100.0,Industrials,工业,Normal,Active,安徽合力,CS
3165,*STSL,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2010-09-10,002473.XSHE,100.0,ConsumerDiscretionary,非必需消费品,StarST,Active,*ST圣莱,CS
3166,OYJT,MainBoard,0000-00-00,XSHG,F52,零售业,1993-12-06,600697.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,欧亚集团,CS
3167,QAGF,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2017-05-17,603758.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,秦安股份,CS
3168,HLL,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-09-12,002729.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,好利来,CS
3169,SWGC,UNKNOWN,0000-00-00,XSHE,M74,专业技术服务业,2010-09-08,002469.XSHE,100.0,Industrials,工业,Normal,Active,三维工程,CS
3170,YJGS,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2010-03-26,300064.XSHE,100.0,Materials,原材料,Normal,Active,豫金刚石,CS
3171,NJGK,MainBoard,0000-00-00,XSHG,K70,房地产业,1997-05-06,600064.XSHG,100.0,Financials,金融,Normal,Active,南京高科,CS
3172,SXMY,MainBoard,0000-00-00,XSHG,B06,煤炭开采和洗选业,2014-01-28,601225.XSHG,100.0,Energy,能源,Normal,Active,陕西煤业,CS
3173,HMJT,UNKNOWN,0000-00-00,XSHE,F52,零售业,2010-02-09,002356.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,赫美集团,CS
3174,TEJ,UNKNOWN,0000-00-00,XSHE,C36,汽车制造业,2008-02-01,002213.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,特尔佳,CS
3175,HFGF,MainBoard,0000-00-00,XSHG,C17,纺织业,2001-09-03,600448.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,华纺股份,CS
3176,GAKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2016-10-18,300551.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,古鳌科技,CS
3177,CTWY,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-08-09,300689.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,澄天伟业,CS
3178,MLS,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-02-17,002745.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,木林森,CS
3179,MKSW,GEM,0000-00-00,XSHE,C27,医药制造业,2015-04-22,300439.XSHE,100.0,HealthCare,医疗保健,Normal,Active,美康生物,CS
3180,JYGF,MainBoard,0000-00-00,XSHG,G54,道路运输业,1993-09-28,600676.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,交运股份,CS
3181,ZSWH,MainBoard,0000-00-00,XSHG,R85,新闻和出版业,1993-03-04,600633.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,浙数文化,CS
3182,STGF,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2001-08-24,600539.XSHG,100.0,Materials,原材料,Normal,Active,狮头股份,CS
3183,JFJT,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,1993-07-28,600668.XSHG,100.0,HealthCare,医疗保健,Normal,Active,尖峰集团,CS
3184,SZHC,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2007-09-19,002168.XSHE,100.0,Industrials,工业,Normal,Active,深圳惠程,CS
3185,TQQZ,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2010-12-10,002523.XSHE,100.0,Industrials,工业,Normal,Active,天桥起重,CS
3186,SKNF,MainBoard,0000-00-00,XSHG,C13,农副食品加工业,2017-05-15,601952.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,苏垦农发,CS
3187,GLGF,UNKNOWN,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2010-02-03,002348.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,高乐股份,CS
3188,LPSJ,UNKNOWN,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2010-01-12,002333.XSHE,100.0,Materials,原材料,Normal,Active,罗普斯金,CS
3189,TSXC,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2011-01-25,300169.XSHE,100.0,Materials,原材料,Normal,Active,天晟新材,CS
3190,KLDZ,UNKNOWN,0000-00-00,XSHE,C40,仪器仪表制造业,2007-03-06,002121.XSHE,100.0,Industrials,工业,Normal,Active,科陆电子,CS
3191,JSGF,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2001-03-28,600396.XSHG,100.0,Utilities,公用事业,Normal,Active,金山股份,CS
3192,AXYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2017-05-09,603229.XSHG,100.0,HealthCare,医疗保健,Normal,Active,奥翔药业,CS
3193,HJDZ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2015-01-26,603678.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,火炬电子,CS
3194,ZYXH,MainBoard,0000-00-00,XSHG,M73,研究和试验发展,1993-05-04,600645.XSHG,100.0,HealthCare,医疗保健,Normal,Active,中源协和,CS
3195,JYY,MainBoard,0000-00-00,XSHG,M74,专业技术服务业,2017-09-05,603183.XSHG,100.0,Industrials,工业,Normal,Active,建研院,CS
3196,YHSH,MainBoard,0000-00-00,XSHG,C21,家具制造业,2004-08-24,600978.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,宜华生活,CS
3197,ATJT,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2003-02-12,600408.XSHG,100.0,Materials,原材料,Normal,Active,安泰集团,CS
3198,FAGF,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2015-04-24,603315.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,福鞍股份,CS
3199,XKGF,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2016-06-15,601127.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,小康股份,CS
3200,JNDL,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2002-05-10,600578.XSHG,100.0,Utilities,公用事业,Normal,Active,京能电力,CS
3201,GLGF,GEM,0000-00-00,XSHE,C38,电气机械及器材制造业,2016-02-02,300499.XSHE,100.0,Industrials,工业,Normal,Active,高澜股份,CS
3202,DZKJ,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2016-08-09,300530.XSHE,100.0,Materials,原材料,Normal,Active,达志科技,CS
3203,GHYX,MainBoard,0000-00-00,XSHG,I63,电信、广播电视和卫星传输服务,2001-02-08,600037.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,歌华有线,CS
3204,THFW,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-09-10,300397.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,天和防务,CS
